,city,latd,longd,elevation_m,elevation_ft,population_total,area_total_sq_mi,area_land_sq_mi,area_water_sq_mi,area_total_km2,area_land_km2,area_water_km2,area_water_percent
325,Plymouth,38.48194444444445,-120.84472222222222,330.0,1083.0,1005,0.944,0.931,0.013,2.444,2.411,0.033,1.34
326,PointArena,38.90888888888889,-123.69305555555556,36.0,118.0,449,1.35,1.35,0.0,3.4960000000000004,3.4960000000000004,0.0,0.0
327,Pomona,34.06083333333333,-117.75583333333331,259.0,850.0,1,22.964,22.952,0.012,59.474,59.444,0.03,0.05
328,Porterville,36.06861111111112,-119.0275,139.0,459.0,55697,17.679000000000006,17.607,0.07200000000000001,45.79,45.603,0.188,0.41
329,PortHueneme,34.16027777777778,-119.19444444444444,4.0,12.0,21723,4.671,4.4510000000000005,0.22,12.095999999999998,11.528,0.569,4.7
330,Portola,39.810277777777785,-120.46972222222223,1480.0,4856.0,2104,5.407,5.407,0.0,14.003,14.003,0.0,0.0
331,PortolaValley,37.375,-122.21861111111113,140.0,459.0,4353,9.093,9.092,0.001,23.551,23.547,0.004,0.02
332,Poway,32.97,-117.03861111111112,157.0,515.0,47811,39.165,39.079,0.086,101.438,101.214,0.223,0.22
333,RanchoCordova,38.58916666666667,-121.30277777777779,27.0,89.0,64776,33.874,33.507,0.3670000000000001,87.73299999999998,86.78200000000002,0.951,1.08
334,RanchoCucamonga,34.12333333333333,-117.57944444444445,368.0,1207.0,170746,39.871,39.851,0.02,103.263,103.212,0.051,0.05
335,RanchoMirage,33.76916666666666,-116.42111111111113,83.0,272.0,17218,13.465,24.447,0.389,64.32600000000001,63.31800000000001,1.008,1.57
336,RanchoPalosVerdes,33.75833333333333,-118.36416666666666,67.0,220.0,41643,13.465,13.465,0.0,34.875,34.874,0.001,0.0
337,RanchoSantaMargarita,33.64138888888889,-117.59444444444445,290.0,775.0,47853,12.992,12.957,0.035,33.651,33.56,0.091,0.27
338,RedBluff,40.176666666666655,-122.23805555555555,93.0,305.0,24674,7.677,7.563,0.114,19.882,19.587,0.295,1.48
339,Redding,40.583333333333336,-122.36666666666666,151.0,495.0,92328,61.175,59.647,1.528,158.442,154.485,3.957,2.5
340,Redlands,34.05472222222222,-117.1825,414.0,1358.0,68747,36.427,36.126,0.301,94.344,93.565,0.779,0.83
341,RedondoBeach,33.85638888888889,-118.37694444444445,180.41670506912445,62.0,66748,6.207999999999998,6.198,0.01,16.08,16.054000000000002,0.026,0.16
342,RedwoodCity,37.482777777777784,-122.23611111111113,6.0,20.0,76815,34.625,19.42,15.205,89.677,50.297,39.38,43.91
343,Reedley,36.59638888888889,-119.4502777777778,106.0,348.0,24194,5.1560000000000015,5.084,0.07200000000000001,13.352,13.166,0.185,1.39
344,Rialto,34.11138888888889,-117.3825,383.0,1257.0,101740,22.365,22.351,0.014,57.926,57.889,0.037000000000000005,0.06
345,Richmond,37.93583333333333,-122.3477777777778,14.0,46.0,103701,52.48,30.068,22.412,135.923,77.875,58.048,42.71
346,Ridgecrest,35.6225,-117.67083333333332,698.0,2290.0,27616,21.417,20.766,0.6509999999999999,55.469,53.783,1.685,3.04
347,RioDell,40.49916666666667,-124.10638888888887,49.0,161.0,3363,2.418,2.282,0.136,6.261,5.91,0.35100000000000003,5.61
348,RioVista,38.163888888888884,-121.69583333333334,6.0,20.0,7360,7.0939999999999985,6.691,0.403,18.375,17.33,1.044,5.68
349,Ripon,37.74055555555557,-121.12833333333332,21.0,69.0,14297,5.495,5.305,0.19,14.232,13.739,0.493,3.47
350,Riverbank,37.7313888888889,-120.94361111111112,43.0,141.0,22678,4.1160000000000005,4.092,0.024,10.661,10.599,0.062,0.59
351,Riverside,33.948055555555555,-117.39611111111113,262.0,860.0,313673,81.444,81.14,0.304,210.941,210.152,0.7879999999999999,0.37
352,Rocklin,38.8,-121.24666666666668,79.0,249.0,56974,19.594,19.541,0.053,50.749,50.61,0.139,0.27
353,RohnertPark,38.34722222222222,-122.69527777777779,32.0,105.0,40971,7.007999999999999,7.002999999999999,0.005,18.149,18.136,0.013,0.07
354,RollingHills,33.759444444444455,-118.34166666666668,389.0,1276.0,1860,2.991,2.991,0.0,7.746,7.746,0.0,0.0
355,RollingHillsEstates,33.77361111111111,-118.36083333333332,143.0,469.0,8067,3.613,3.569,0.044,9.359,9.244,0.115,1.22
356,Rosemead,34.06666666666667,-118.08333333333331,97.0,318.0,53764,5.176,5.162000000000001,0.014,13.406,13.37,0.035,0.26
357,Roseville,38.7525,-121.28944444444444,50.0,164.0,127323,36.223,36.222,0.001,93.817,93.814,0.003,0.0
358,Ross,37.96250000000001,-122.555,11.0,36.0,2415,1.556,1.556,0.0,4.0310000000000015,4.0310000000000015,0.0,0.0
359,Sacramento,38.55555555555555,-121.46888888888887,9.0,30.0,466488,100.105,97.915,2.19,259.273,253.6,5.672999999999999,2.19
360,Salinas,36.677777777777784,-121.65555555555555,16.0,52.0,163665,23.217,23.179,0.038,60.131,60.033,0.099,0.16
361,SanAnselmo,37.974722222222226,-122.56166666666668,14.0,46.0,12336,2.677,2.677,0.0,6.934,6.934,0.0,0.0
362,SanBernardino,34.1,-117.3,321.0,1974.0,209924,59.645,59.201,0.444,154.48,153.33,1.15,0.74
363,SanBruno,37.625277777777775,-122.42527777777778,5.0,16.0,41114,5.478,5.478,0.0,14.188,14.188,0.0,0.0
364,SanCarlos,37.49916666666667,-122.26333333333334,180.41670506912445,33.0,28406,5.541,5.5379999999999985,0.003,14.35,14.343,0.006999999999999999,0.05
365,SanClemente,33.43777777777777,-117.62027777777777,71.0,250.0,63522,19.468,18.711,0.757,50.422,48.46100000000001,1.961,3.89
366,SandCity,36.617222222222225,-121.84833333333331,22.0,72.0,334,2.924,0.562,2.362,7.575,1.457,6.119,80.77
367,SanDiego,32.715,-117.1625,6.0,3.0,1345895,372.4,325.19,47.21,964.51,842.23,122.27,12.68
368,SanDimas,34.10277777777778,-117.81611111111113,180.41670506912445,750.0,33371,15.427,15.037,0.39,39.957,38.947,1.01,2.53
369,SanFernando,34.28722222222222,-118.43888888888891,326.0,1070.0,23645,2.374,2.374,0.0,6.149,6.149,0.0,0.0
370,SanFrancisco,37.78333333333333,-122.41666666666669,180.41670506912445,52.0,837442,231.89,46.87,185.02,6.149,6.149,0.0,80.0
371,SanGabriel,34.094166666666666,-118.09833333333331,128.0,420.0,39718,4.146,4.145,0.001,10.736,10.734000000000002,0.002,0.02
372,Sanger,36.70805555555556,-119.55583333333333,180.41670506912445,371.0,24270,5.524,5.524,0.0,14.307,14.307,0.0,0.0
373,SanJacinto,33.78722222222222,-116.96666666666668,477.0,1565.0,44199,26.131,25.716,0.415,67.679,66.605,1.074,1.59
374,SanJoaquin,36.60666666666667,-120.18916666666668,53.0,174.0,4001,1.148,1.148,0.0,2.9730000000000003,2.9730000000000003,0.0,0.0
375,SanJose,37.333333333333336,-121.9,26.0,180.41670506912445,1000536,179.97,176.52599999999995,3.439,466.109,457.201,8.908,1.91
376,SanJuanBautista,36.844166666666666,-121.53722222222223,66.0,217.0,1862,0.711,0.711,0.0,1.843,1.842,0.001,0.06
377,SanJuanCapistrano,33.49944444444444,-117.66166666666668,37.0,96.0,34593,14.295,14.115,0.18,37.024,36.559,0.466,1.26
378,SanLeandro,37.725,-122.15611111111113,15.0,56.0,86869,15.663,13.343,2.32,40.565,34.556999999999995,6.007999999999999,14.81
379,SanLuisObispo,35.274166666666666,-120.66305555555556,71.0,233.0,45119,12.93,12.777,0.153,33.489000000000004,33.093,0.396,1.18
380,SanMarcos,33.14194444444444,-117.17027777777778,180.41670506912445,180.41670506912445,83781,24.39,24.37,0.02,63.169,63.117,0.053,0.08
381,SanMarino,34.122777777777785,-118.11305555555555,172.0,564.0,13147,3.774,3.767,0.006999999999999999,9.775,9.757,0.018000000000000002,0.18
382,SanMateo,37.55416666666667,-122.31305555555555,13.0,43.0,97207,15.884,12.13,3.754,41.137,31.416,9.722,23.63
383,SanPablo,37.962222222222216,-122.34555555555555,16.0,52.0,29139,2.634,2.634,0.0,6.822,6.822,0.0,0.0
384,SanRafael,37.97361111111111,-122.53111111111113,13.0,43.0,57713,22.422,16.47,5.952000000000001,58.074,42.657,15.417,26.55
385,SanRamon,37.78,-121.97805555555556,146.0,480.0,73927,18.077,18.061,0.016,46.819,46.778,0.042,0.09
386,SantaAna,33.74083333333333,-117.88138888888888,35.0,115.0,324528,27.518,27.27,0.248,71.271,70.628,0.643,0.9
387,SantaBarbara,34.42583333333333,-119.71416666666669,15.0,49.0,90893,41.968,19.468,22.5,108.697,50.422,58.275,53.61
388,SantaClara,37.354444444444454,-121.96916666666668,23.0,75.0,116468,18.407,18.407,0.0,47.675,47.675,0.0,0.0
389,SantaClarita,34.416666666666664,-118.50638888888888,368.0,1207.0,209130,62.16,62.1,0.06,160.993,160.825,0.168,0.099
390,SantaCruz,36.97194444444445,-122.02638888888887,11.0,36.0,62864,15.828,12.74,3.088,40.996,32.997,7.999,19.51
391,SantaFeSprings,33.9375,-118.0672222222222,41.0,135.0,16223,8.914,8.874,0.04,23.088,22.985,0.103,0.45
392,SantaMaria,34.951388888888886,-120.43333333333334,67.0,220.0,101459,23.395,22.756,0.639,60.592,58.937,1.655,2.73
393,SantaMonica,34.02194444444444,-118.48138888888887,180.41670506912445,105.0,89736,8.416,8.415,0.001,60.592,58.937,1.655,2.73
394,SantaPaula,34.35583333333334,-119.06833333333331,85.0,279.0,29321,4.707,4.593,0.114,12.189,11.895,0.294,2.41
395,SantaRosa,38.44861111111111,-122.70472222222223,50.0,164.0,170685,41.499,41.294,0.205,107.481,106.95,0.531,0.49
